transaction_id,donor_id,channel,transaction_date,amount,is_recurring,is_first_donation
txn_00003434,3dac2772bed0,organic_social,2023-01-01,84.58,False,True
txn_00004143,fb13f4e3ece2,paid_social,2023-01-01,56.97,False,True
txn_00003681,c4b0ff9a0a1b,organic_social,2023-01-01,28.52,True,True
txn_00004573,7c44c545151a,organic_social,2023-01-01,115.81,False,True
txn_00004650,64aa75082a2a,email_campaign,2023-01-02,209.09,True,True
txn_00000832,092a92eaf90e,organic_social,2023-01-03,25.94,True,True
txn_00003851,2329b6a65d1e,organic_social,2023-01-03,24.9,False,True
txn_00000496,ef757f63261e,email_campaign,2023-01-03,305.25,False,True
txn_00003913,e4c842ee859e,direct_referral,2023-01-03,338.4,False,True
txn_00001429,6a7d2a30215e,direct_referral,2023-01-03,235.53,False,True
txn_00003551,d5732d06aa2d,direct_referral,2023-01-03,454.43,False,True
txn_00002725,6a0f0f8537b9,organic_social,2023-01-03,126.63,False,True
txn_00000757,cf0c888e108f,organic_social,2023-01-04,45.92,False,True
txn_00000213,9ed035f7fa38,email_campaign,2023-01-04,149.26,False,True
txn_00000784,a71df1f19118,organic_social,2023-01-04,51.94,False,True
txn_00003945,7d56fec16c78,direct_mail,2023-01-04,159.92,False,True
txn_00003394,408a3d497d81,organic_social,2023-01-04,59.25,False,True
txn_00003084,7d064733d108,organic_social,2023-01-04,42.82,True,True
txn_00003029,95721d81e3e5,event_in_person,2023-01-05,575.16,False,True
txn_00002685,02c4d4003290,organic_social,2023-01-05,104.52,False,True
txn_00003849,970ab94b9f64,paid_social,2023-01-06,96.61,False,True
txn_00001274,80ea6d35b2b7,direct_referral,2023-01-06,421.88,True,True
txn_00003870,224684f389f4,email_campaign,2023-01-06,440.46,False,True
txn_00001857,3c09bdc7c3d9,direct_referral,2023-01-06,413.66,True,True
txn_00002694,15ff05bbe2d1,organic_social,2023-01-07,104.08,False,True
txn_00004419,d4184cc57fae,email_campaign,2023-01-08,191.66,False,True
txn_00002867,6697ffab1eac,paid_social,2023-01-08,77.46,False,True
txn_00001913,f509901bd6fb,email_campaign,2023-01-08,178.06,True,True
txn_00002087,700f6377b15e,paid_social,2023-01-09,85.99,False,True
txn_00000597,e6ac75b5d792,email_campaign,2023-01-09,5.0,False,True
txn_00001389,66b209e499a2,direct_referral,2023-01-09,474.71,False,True
txn_00004534,a2530df2789e,organic_social,2023-01-10,121.94,False,True
txn_00003779,91614ae2fa3a,organic_social,2023-01-10,11.98,False,True
txn_00003255,bf36aaa1c866,paid_social,2023-01-11,55.72,False,True
txn_00003710,2e557f52e81b,event_in_person,2023-01-11,554.38,False,True
txn_00001404,d0395cfa7889,email_campaign,2023-01-11,146.01,False,True
txn_00003995,fa8c18285617,organic_social,2023-01-11,45.37,False,True
txn_00003203,9cfe0da8f494,organic_social,2023-01-11,86.84,False,True
txn_00003574,e246d336b7c0,organic_social,2023-01-11,44.76,False,True
txn_00000923,70d4718f1462,organic_social,2023-01-12,81.09,False,True
txn_00001685,4a99f7774ac4,paid_social,2023-01-12,65.81,True,True
txn_00004657,3c473e21556b,email_campaign,2023-01-12,304.9,False,True
txn_00004050,64540f13e6e1,direct_mail,2023-01-12,50.25,False,True
txn_00001346,6f5da81ea34f,event_in_person,2023-01-13,984.49,False,True
txn_00002948,0ed98673663c,paid_social,2023-01-13,5.0,False,True
txn_00001127,40231ef1b133,email_campaign,2023-01-13,246.86,False,True
txn_00003287,89256e2f86b1,email_campaign,2023-01-13,157.13,False,True
txn_00003117,6417e3f47acc,organic_social,2023-01-14,24.99,False,True
txn_00003774,055fbc4906e0,paid_social,2023-01-14,78.72,False,True
txn_00002703,24612b17e408,email_campaign,2023-01-14,331.45,False,True
txn_00000974,b7bf9a5a7eb0,direct_referral,2023-01-15,145.9,True,True
txn_00004475,32bc3f5c95c0,paid_social,2023-01-16,86.45,False,True
txn_00000703,8538746274d2,paid_social,2023-01-16,25.3,False,True
txn_00001194,a4ba328216b8,event_in_person,2023-01-16,205.97,False,True
txn_00001320,41aa44fbac88,email_campaign,2023-01-16,130.43,False,True
txn_00004171,7fbc1a7abd1c,paid_social,2023-01-16,87.53,False,True
txn_00004083,f4005c1d0c5d,organic_social,2023-01-16,19.75,False,True
txn_00004184,1cea65940f67,organic_social,2023-01-17,55.82,False,True
txn_00001491,5f01f5325f51,direct_mail,2023-01-17,243.78,False,True
txn_00004158,8f91d38b65d5,email_campaign,2023-01-18,297.92,False,True
txn_00002463,a6e5d76655a5,direct_referral,2023-01-18,303.03,False,True
txn_00001834,1a6b85226871,organic_social,2023-01-18,16.3,False,True
txn_00001503,df49358257aa,organic_social,2023-01-18,43.03,False,True
txn_00002833,d811cf09bb1d,paid_social,2023-01-18,5.0,False,True
txn_00002309,8949b4fc5190,direct_referral,2023-01-19,203.28,True,True
txn_00001480,0bb710fdda00,organic_social,2023-01-20,21.69,False,True
txn_00002825,37d6394d2edf,organic_social,2023-01-20,61.98,False,True
txn_00001206,9f2d91330e04,direct_referral,2023-01-20,206.5,False,True
txn_00001835,193b338832a4,paid_social,2023-01-20,46.81,False,True
txn_00002670,90fa75edadfc,organic_social,2023-01-20,5.0,False,True
txn_00002471,36674cbee321,email_campaign,2023-01-21,250.9,False,True
txn_00001114,e4a4f609bae1,paid_social,2023-01-21,16.32,False,True
txn_00003370,ee5084317b2a,paid_social,2023-01-21,71.21,False,True
txn_00001901,970739433db3,email_campaign,2023-01-22,216.79,False,True
txn_00002435,efd862ffbfd5,organic_social,2023-01-22,81.41,False,True
txn_00004274,cbca74cfefba,organic_social,2023-01-22,94.92,False,True
txn_00000422,f7fdbe97b199,paid_social,2023-01-22,71.98,False,True
txn_00002511,5eae6940a4bf,direct_mail,2023-01-22,86.41,False,True
txn_00002941,68e4185894d3,organic_social,2023-01-22,29.13,False,True
txn_00001648,c893dbc7a66e,direct_referral,2023-01-23,165.62,True,True
txn_00003428,64dde68efc0a,organic_social,2023-01-23,112.15,False,True
txn_00003148,56c0496f4631,email_campaign,2023-01-23,164.76,False,True
txn_00002155,23972ea59c3f,organic_social,2023-01-24,96.12,False,True
txn_00002106,46740a4dd660,paid_social,2023-01-25,44.92,False,True
txn_00001613,067bda062925,organic_social,2023-01-25,59.07,False,True
txn_00002015,6967b97af906,paid_social,2023-01-25,44.65,False,True
txn_00000826,26642cb2801e,paid_social,2023-01-25,93.27,False,True
txn_00002951,d4e51975a39e,organic_social,2023-01-25,24.43,False,True
txn_00002508,08a81f572407,organic_social,2023-01-26,33.34,False,True
txn_00003817,a73f3f191c4d,email_campaign,2023-01-26,177.52,True,True
txn_00001041,a84c96e7dc89,paid_social,2023-01-26,20.51,False,True
txn_00003644,4b7990097853,paid_social,2023-01-26,60.87,False,True
txn_00003444,95de4b1f51cf,email_campaign,2023-01-27,256.51,False,True
txn_00000699,686334694dc3,paid_social,2023-01-27,30.87,False,True
txn_00000815,a3e4452155aa,organic_social,2023-01-27,63.99,False,True
txn_00000325,4161cbafaab3,direct_referral,2023-01-28,57.14,False,True
txn_00003350,9dc974d78546,organic_social,2023-01-28,96.88,False,True
txn_00002536,3108fade6ac0,paid_social,2023-01-28,33.25,False,True
txn_00002097,238ce02d8d04,email_campaign,2023-01-28,235.04,True,True
txn_00001799,33d126b61fd9,organic_social,2023-01-28,107.96,False,True
txn_00001675,21ee31660770,direct_referral,2023-01-30,174.86,False,True
txn_00002889,25e5004f1c1e,organic_social,2023-01-30,66.03,False,True
txn_00003775,7e2da4fd6388,paid_social,2023-01-30,5.0,False,True
txn_00000341,b56f620293ae,organic_social,2023-01-31,73.6,False,True
txn_00000477,d5871425dc7d,event_in_person,2023-01-31,214.76,False,True
txn_00000986,3196c3da8ed9,direct_referral,2023-01-31,467.83,False,True
txn_00000319,847bffe0eb2a,organic_social,2023-01-31,69.19,False,True
txn_00001774,6f3200d9f0bb,event_in_person,2023-02-01,813.64,True,True
txn_00001158,d9325d337bee,event_in_person,2023-02-01,390.64,False,True
txn_00000283,9fbb7145c377,email_campaign,2023-02-02,265.0,False,True
txn_00002735,30fc9f51976b,organic_social,2023-02-02,28.5,False,True
txn_00003097,0459f1459653,paid_social,2023-02-02,8.9,False,True
txn_00003871,224684f389f4,email_campaign,2023-02-02,182.97,False,False
txn_00004376,c6a808498ea6,paid_social,2023-02-02,86.38,False,True
txn_00001939,10d68464500f,event_in_person,2023-02-03,994.13,False,True
txn_00000835,52c1285c894a,email_campaign,2023-02-03,92.3,False,True
txn_00000914,e619de6c42cf,paid_social,2023-02-04,12.55,False,True
txn_00000578,1b74aca9f612,direct_referral,2023-02-04,207.2,False,True
txn_00001390,66b209e499a2,direct_referral,2023-02-04,402.54,False,False
txn_00002358,a6229dab49fe,event_in_person,2023-02-05,554.02,True,True
txn_00004473,d7dd0db37da8,email_campaign,2023-02-05,304.04,False,True
txn_00003552,d5732d06aa2d,direct_referral,2023-02-05,287.63,False,False
txn_00001487,bf3fa17e8035,paid_social,2023-02-05,31.86,False,True
txn_00004615,74c57d83c825,paid_social,2023-02-05,44.73,False,True
txn_00003161,e7846db164b9,organic_social,2023-02-05,85.79,False,True
txn_00002627,eaf0788848ac,paid_social,2023-02-05,55.7,False,True
txn_00001695,d104b4de7aa4,event_in_person,2023-02-05,93.47,True,True
txn_00003679,4bd371ad9b05,direct_referral,2023-02-06,329.55,False,True
txn_00001330,f4617235a44b,email_campaign,2023-02-06,65.89,False,True
txn_00000007,476046809a1e,paid_social,2023-02-07,79.17,False,True
txn_00001984,418b6ec6d9ec,organic_social,2023-02-07,80.93,False,True
txn_00004283,5908fba37ff0,organic_social,2023-02-07,65.53,False,True
txn_00001914,f509901bd6fb,email_campaign,2023-02-07,129.91,False,False
txn_00003978,7152a8563b95,direct_referral,2023-02-07,397.14,False,True
txn_00001003,6042f68810c4,paid_social,2023-02-07,60.95,False,True
txn_00002698,2972bb264d9d,paid_social,2023-02-08,48.64,False,True
txn_00003025,86b9a326f59d,paid_social,2023-02-08,56.91,False,True
txn_00000104,14b26b026807,organic_social,2023-02-08,87.34,False,True
txn_00000408,bd9cb56605f5,direct_referral,2023-02-08,425.19,False,True
txn_00001919,3bb44734ded1,organic_social,2023-02-08,140.31,True,True
txn_00000892,6fbb1d3f6d0f,organic_social,2023-02-09,64.77,False,True
txn_00000944,d85621d35159,organic_social,2023-02-09,70.3,False,True
txn_00000277,0cbe0c139e88,email_campaign,2023-02-09,194.27,False,True
txn_00000214,32836c1c010b,organic_social,2023-02-10,49.81,False,True
txn_00001486,be2bbad4251c,organic_social,2023-02-11,27.3,False,True
txn_00001533,9b93a18e9759,direct_mail,2023-02-11,91.06,True,True
txn_00004183,63188f5bf387,paid_social,2023-02-11,42.77,False,True
txn_00000486,96cec16423cd,event_in_person,2023-02-11,228.96,True,True
txn_00001321,41aa44fbac88,email_campaign,2023-02-11,302.67,True,False
txn_00002958,49980776b80f,organic_social,2023-02-11,148.81,False,True
txn_00002659,36b334b073dc,paid_social,2023-02-11,72.35,False,True
txn_00004533,42b589efa3ec,paid_social,2023-02-11,5.0,False,True
txn_00003540,f9ba552ab0e9,event_in_person,2023-02-12,719.81,True,True
txn_00003798,d2c775cc82b6,paid_social,2023-02-12,99.8,False,True
txn_00000598,e6ac75b5d792,email_campaign,2023-02-12,197.87,False,False
txn_00004517,88fa447b4c37,paid_social,2023-02-12,92.61,False,True
txn_00000039,1b956f34a5ff,email_campaign,2023-02-12,349.23,False,True
txn_00002446,69efc5a9bb5a,paid_social,2023-02-12,5.03,False,True
txn_00000681,81342dd84758,organic_social,2023-02-12,36.74,False,True
txn_00004605,0f80ea0c7b3f,paid_social,2023-02-13,67.93,False,True
txn_00001989,4f260fb031ea,paid_social,2023-02-13,105.7,False,True
txn_00001832,2bcbe1eac674,paid_social,2023-02-13,53.98,False,True
txn_00001347,6f5da81ea34f,event_in_person,2023-02-14,565.4,True,False
txn_00004109,871269f15a43,organic_social,2023-02-14,109.17,False,True
txn_00002834,8582108775a0,paid_social,2023-02-14,83.58,False,True
txn_00002367,b93f8a7e58e9,organic_social,2023-02-14,43.73,False,True
txn_00001256,a0f3f9a4141a,organic_social,2023-02-14,18.21,False,True
txn_00003886,0a436af0f9d7,email_campaign,2023-02-14,147.94,False,True
txn_00003996,fa8c18285617,organic_social,2023-02-14,38.58,False,False
txn_00001305,9fd17fa6a58b,paid_social,2023-02-14,40.72,False,True
txn_00003990,75835ca1cf58,direct_referral,2023-02-14,333.49,True,True
txn_00000679,ca750b6e0635,organic_social,2023-02-15,116.06,False,True
txn_00004212,d963c2fdd605,organic_social,2023-02-15,113.44,False,True
txn_00000673,f2c61b383d21,organic_social,2023-02-15,72.26,False,True
txn_00002959,6bb72939b73a,email_campaign,2023-02-15,122.05,False,True
txn_00003633,373a62fd38d3,paid_social,2023-02-15,62.39,False,True
txn_00003464,73c6fdb5d8ca,email_campaign,2023-02-15,150.89,False,True
txn_00002658,1f00519b8317,paid_social,2023-02-15,40.12,False,True
txn_00004631,e56116a0c138,organic_social,2023-02-16,41.21,False,True
txn_00002460,28206bd97609,paid_social,2023-02-16,28.43,False,True
txn_00002719,b1ef0f0659e6,email_campaign,2023-02-16,101.28,False,True
txn_00004159,8f91d38b65d5,email_campaign,2023-02-16,130.63,False,False
txn_00001304,15cdd62f9509,email_campaign,2023-02-16,155.01,True,True
txn_00000785,9a9cac88c6f5,organic_social,2023-02-17,33.75,False,True
txn_00001250,3282eda61193,direct_referral,2023-02-17,208.52,False,True
txn_00002564,be283172479c,paid_social,2023-02-17,46.51,False,True
txn_00003086,6c78fac7d723,paid_social,2023-02-17,98.94,False,True
txn_00002855,699325d686ed,paid_social,2023-02-17,79.51,False,True
txn_00004203,00e0fbdcffc4,paid_social,2023-02-18,59.19,False,True
txn_00001207,9f2d91330e04,direct_referral,2023-02-18,395.71,False,False
txn_00002425,19c97a3cc9a1,direct_referral,2023-02-18,386.76,True,True
txn_00000003,1a40f6ea0beb,paid_social,2023-02-18,51.01,False,True
txn_00002310,8949b4fc5190,direct_referral,2023-02-18,146.39,False,False
txn_00003684,3fc575ea76d3,direct_mail,2023-02-18,87.76,False,True
txn_00003723,9c3aaa2f859a,email_campaign,2023-02-19,189.96,False,True
txn_00004450,c659bb1c872d,paid_social,2023-02-19,83.07,False,True
txn_00001492,5f01f5325f51,direct_mail,2023-02-19,156.71,False,False
txn_00002930,42493d80b203,organic_social,2023-02-19,19.38,False,True
txn_00001498,f944829eebcd,direct_mail,2023-02-19,252.98,False,True
txn_00003107,f131889684b1,paid_social,2023-02-19,45.03,False,True
txn_00002450,9f4756ceb358,organic_social,2023-02-19,97.81,False,True
txn_00003529,0925b97bcf31,direct_referral,2023-02-19,377.86,False,True
txn_00001136,63596fda18d2,direct_referral,2023-02-19,498.25,True,True
txn_00002008,e96407ead54e,paid_social,2023-02-19,48.66,False,True
txn_00000361,e1d3dbf6ff02,organic_social,2023-02-20,84.1,False,True
txn_00001254,905ab6d3954b,organic_social,2023-02-20,47.54,True,True
txn_00001833,cf169da97390,organic_social,2023-02-21,86.49,False,True
txn_00000400,9081b758b69a,paid_social,2023-02-21,34.47,False,True
txn_00004528,496ba7e2594c,organic_social,2023-02-21,31.91,False,True
txn_00004361,4e472f76c865,email_campaign,2023-02-22,293.56,False,True
txn_00003456,4d902736981e,paid_social,2023-02-22,5.0,False,True
txn_00001393,0a2356a2ed89,organic_social,2023-02-22,17.27,False,True
txn_00000326,4161cbafaab3,direct_referral,2023-02-22,342.34,False,False
txn_00001501,d4aac3cf8823,email_campaign,2023-02-22,254.73,False,True
txn_00003162,bd609eabda8a,paid_social,2023-02-22,52.29,False,True
txn_00001268,3f7293f7edf4,organic_social,2023-02-23,80.82,False,True
txn_00001649,c893dbc7a66e,direct_referral,2023-02-23,108.75,False,False
txn_00002943,f6f8fbdf9d14,direct_referral,2023-02-23,274.83,False,True
txn_00003445,95de4b1f51cf,email_campaign,2023-02-24,175.06,False,False
txn_00001923,7ef667a39843,paid_social,2023-02-24,66.77,False,True
txn_00000061,66420a709acf,paid_social,2023-02-24,5.0,False,True
txn_00004483,92a02c9982c2,direct_referral,2023-02-24,255.83,False,True
txn_00001159,bc983a82417f,paid_social,2023-02-24,20.63,False,True
txn_00000260,fec32e34758c,paid_social,2023-02-25,99.26,False,True
txn_00001190,ab9bac312734,email_campaign,2023-02-25,243.97,False,True
txn_00004097,ad62558f706c,paid_social,2023-02-25,43.33,False,True
txn_00003564,f87117cb34c9,paid_social,2023-02-25,57.1,False,True
txn_00004422,d5274baaf2fe,paid_social,2023-02-25,69.12,False,True
txn_00000220,048ded180dfa,direct_referral,2023-02-25,5.0,False,True
txn_00002590,797e35035301,paid_social,2023-02-25,47.74,False,True
txn_00003915,7debcefff08d,organic_social,2023-02-25,75.03,False,True
txn_00002754,d0bb9e5ce9de,email_campaign,2023-02-26,193.75,False,True
txn_00003285,9e2ec7d3e099,organic_social,2023-02-26,86.67,False,True
txn_00001805,c041633d2be3,paid_social,2023-02-26,97.11,False,True
txn_00002098,238ce02d8d04,email_campaign,2023-02-26,247.63,False,False
txn_00002641,797c0239c904,event_in_person,2023-02-26,863.03,False,True
txn_00000506,13626899608a,paid_social,2023-02-26,74.77,False,True
txn_00004112,6cbfcea8c742,organic_social,2023-02-26,111.38,False,True
txn_00002472,e5e84b6a052b,event_in_person,2023-02-26,729.52,False,True
txn_00000109,981ec3c1ad24,event_in_person,2023-02-27,626.75,True,True
txn_00002068,f6a62309268d,email_campaign,2023-02-27,85.04,False,True
txn_00001999,6ecb4e826b2b,event_in_person,2023-02-27,562.72,True,True
txn_00001972,86edfed1c1f3,paid_social,2023-02-27,86.75,False,True
txn_00004151,983c594bb254,organic_social,2023-02-27,5.0,False,True
txn_00004529,dcad9261e164,organic_social,2023-02-27,5.0,False,True
txn_00000700,686334694dc3,paid_social,2023-02-27,30.37,False,False
txn_00000384,eebe1e86671b,paid_social,2023-02-27,5.0,False,True
txn_00004485,3bc59e624dba,paid_social,2023-02-27,30.71,False,True
txn_00003155,d7a0508c2844,email_campaign,2023-02-27,221.72,True,True
txn_00003322,99cc93637a2e,email_campaign,2023-02-28,232.2,False,True
txn_00001383,932f652b74d4,email_campaign,2023-02-28,273.03,False,True
txn_00001775,6f3200d9f0bb,event_in_person,2023-02-28,559.53,True,False
txn_00004474,92c173327447,email_campaign,2023-02-28,225.85,False,True
txn_00002290,ad53f300c88a,direct_referral,2023-03-01,220.03,True,True
txn_00001314,8d1db17e2ffe,event_in_person,2023-03-01,613.82,True,True
txn_00001331,ed33d6232059,organic_social,2023-03-01,48.17,False,True
txn_00002461,be14be502cfd,organic_social,2023-03-01,78.01,True,True
